[00:00] 我們即將開始先跟大家講一些我們今天的
[43:56] 你自己也沒有覺得
[43:57] 是內容的房租
[43:58] 那你就不要去
[44:00] 你就不要去寫
[44:02] 因為一片文上
[44:03] 你可能會寫到助於力
[44:05] 上期下來你會
[44:06] 傷害到
[44:07] 各個平台
[44:08] 這是得無常識的
[44:10] 然後
[44:12] 我來講
[44:13] 含金亮
[44:14] 含金亮其實
[44:15] 有很多
[44:16] 因為其實
[44:17] 後面在講
[44:18] 空軍地軍
[44:19] 三軍的概念的時候
[44:20] 其實也會講到
[44:21] 對
[44:22] 但
[44:23] 含金亮其實
[44:24] 他有很多方式
[44:25] 給我後面可以
[44:26] 給大家做一些
[44:27] 練習跟那些討論
[44:29] 但是我先
[44:30] 就開場版
[44:31] 怎麼
[44:32] 是一個含金亮的開場版
[44:33] 我給大家
[44:34] 是簡單的原則
[44:36] 讓大家去
[44:37] 好去
[44:38] 做初步的使用
[44:40] 但是不要
[44:41] 都寫得跟我一樣
[44:42] 因為這樣子
[44:43] 最後就會變成
[44:44] 是四風體
[44:45] 之前臉書的時候
[44:46] 那時候
[44:47] 什麼臉書抱文老師
[44:49] 然後
[44:50] 很可怕
[44:51] 就
[44:52] 最後來
[44:53] 很多學生就開始寫
[44:54] 他的那個體
[44:55] 但是
[44:56] 因為他可能還沒有
[44:57] 完全到那個境界
[44:59] 所以就會寫得很不像
[45:01] 就是寫得就可能
[45:02] 就是只有那個形狀
[45:03] 不一樣
[45:04] 然後就會變成
[45:05] 我覺得很樓
[45:06] 所以不要
[45:07] 完全照我
[45:08] 照我給你的
[45:09] 半粒
[45:10] 這只是半粒好嗎
[45:11] 你可以去
[45:12] 你可以去多去
[45:13] 學習一些別的風格
[45:15] 或是你
[45:16] 就這個原則去看別人
[45:17] 他們是怎麼做的
[45:18] 這就是一個比較好方式
[45:20] 好
[45:21] 那第二個是
[45:22] 含金亮
[45:23] 就是你要去講
[45:24] 一個具體的書字
[45:25] 然後
[45:26] 就是臉書
[45:27] 臉書
[45:28] 就是一個
[45:29] 最容易讓人家
[45:30] 覺得很尖尖
[45:31] 因為如果
[45:32] 你沒有
[45:33] 你有個數字
[45:34] 比方說
[45:35] 我看了一百本
[45:36] 商業書
[45:37] 你學到這個
[45:38] 七件事情
[45:39] 他第一時間就知道說
[45:40] 他了解到
[45:41] 你花了很多時間
[45:42] 你看了一百本書
[45:44] 而且是商業類的書
[45:46] 然後你整理了七件事情
[45:48] 所以他知道了這邊文章
[45:50] 含金亮
[45:51] 就是你要把他寫
[45:52] 寫寫
[45:53] 他會稍微
[45:54] 留意一下
[45:55] 看你到一些
[45:56] 好不好
[45:57] 然後第二個是
[45:58] 名人被書
[45:59] 名人被書是一個非常好
[46:00] 在脆上面
[46:01] 非常好
[46:02] 就是你可以去分析
[46:03] 譬如說
[46:04] 某個大社
[46:06] 最近比較少結束大社
[46:08] 很GMIDA
[46:09] GMIDA
[46:10] 他就是你GMIDA
[46:11] 因為我看那個
[46:12] 有朋友也整理
[46:13] 他說
[46:14] 看到GMID這個經營
[46:15] 脆的21個方式
[46:16] 對
[46:17] 那這個也是在
[46:18] 也是在
[46:19] 貢獻價值
[46:20] 你幫他去研究了這個人
[46:22] 你幫他去研究這個人
[46:24] 然後你整理出了他
[46:25] 這個人
[46:26] 因為大家知道
[46:27] 這個人
[46:28] 有一定的知名度
[46:29] 所以他一定有
[46:30] 是一定有料的
[46:31] 然後你去
[46:32] 用這個人
[46:33] 然後你去整理
[46:34] 所以就會覺得
[46:35] 是又還盡量
[46:36] 所以別的概念
[46:37] 是在2024年
[46:38] 最推薦的
[46:39] 基本書
[46:40] 我聽起來就
[46:41] 好
[46:42] 我不知道好不好
[46:43] 但是我想要了
[46:44] 至少我來瞭解一下
[46:45] 再來就是實戰的心得
[46:47] 我進行脆三個月
[46:49] 後學到的五件事情
[46:50] 那我
[46:52] 讓你
[46:53] 好想像
[46:54] 像上次
[46:56] 那個方向
[46:57] 就是說
[46:58] 我做
[46:59] 我幫三百個人
[47:00] 算了
[47:01] 塔羅牌之後
[47:02] 學到的五件事情
[47:03] 那這東西
[47:04] 必須要是
[47:05] 真正的事情
[47:06] 就是你真實的
[47:07] 才叫死贊
[47:08] 所以你去整理
[47:09] 每個人
[47:10] 他自己行業
[47:11] 他自己的人生
[47:12] 他一定都有
[47:13] 很多的這個
[47:14] 收穫
[47:15] 只要稍加
[47:16] 反思一下
[47:17] 所以你就要去
[47:18] 思考一下
[47:19] 說
[47:20] 每個人的
[47:21] 人生其實對比來
[47:22] 說過是特別的
[47:23] 可能你覺得你自己
[47:24] 是一個很不通的人
[47:25] 但是
[47:26] 你自己來的故事
[47:27] 簡直就是一個
[47:28] 什麼
[47:29] 神奇大冒險
[47:31] 對
[47:32] 所以你就要去
[47:33] 分享你的神奇大冒險
[47:34] 那別人就會覺得
[47:35] 這個是
[47:36] 很棒的事情
[47:37] 你幫他
[47:38] 他等於是活了你的人生
[47:39] 然後他從你的人生裡面
[47:40] 學到了
[47:41] 很多無界的事情
[47:43] 很棒
[47:44] 對
[47:45] 人生攻略
[47:46] 這個每個人都想知道
[47:47] 30歲前
[47:49] 想明白了
[47:50] 奇界的事情
[47:51] 我自己之前有的
[47:52] 他的紅的
[47:53] 文章我還沒寫
[47:54] 因為最近
[47:55] 他寫
[47:56] 那個專業文
[47:57] 所以就沒空寫
[47:58] 好像是那個
[47:59] 是說我如果
[48:00] 回到20歲
[48:01] 我最想跟他講的
[48:02] 時間事情
[48:03] 對
[48:04] 這個就是
[48:05] 大家就想知道
[48:06] 你的人生攻略吧
[48:07] 因為
[48:08] 你的人生攻略
[48:09] 可能也對他會
[48:11] 王主
[48:12] 或者說
[48:14] 所以
[48:15] 一定要懂得
[48:16] 無界事情
[48:17] 會幫你
[48:18] 抓到第一頭巾
[48:19] 那你
[48:20] 可以去整理
[48:21] 網路上
[48:22] 或是你自己
[48:23] 真實的經驗
[48:24] 來盡量的開場白
[48:26] 好
[48:30] 我們就進到
[48:31] 下面
[48:48] 下一句
[48:49] 下一個就是
[48:50] 大家可以看這邊
[48:51] 這邊就是說
[48:52] 不要擁抱
[48:53] 因為現在已經
[48:54] 已經非常的
[48:55] 臭鬆複雜
[48:57] 這樣是
[48:58] 迷宮一樣
[48:59] 現在是在邏輯的
[49:00] 邏輯的
[49:01] 地他思維的這樣
[49:02] 的話
[49:03] 這開場白的
[49:04] 一句話覺勝
[49:05] 這個
[49:06] 怕死這樣子
[49:08] 好
[49:11] 時間往過了
[49:12] 可以快
[49:13] 好 一個小時
[49:14] 所以我要講快一點
[49:15] 關起來
[49:16] 還得滿前面的
[49:18] 好
[49:19] 那一句話
[49:20] 覺勝不就是
[49:21] 你自己
[49:23] 基本上你只有
[49:24] 有句話時間
[49:25] 所以這句話
[49:26] 開場白要抱
[49:27] 還是什麼
[49:28] 就是你第一句話
[49:29] 你其實就要講完
[49:30] 這個重點
[49:31] 然後同時
[49:32] 要讓別人
[49:33] 心裡有一個好奇別
[49:35] 所以你只要記得
[49:36] 一個重點
[49:37] 一個好奇別
[49:38] 一個重點
[49:39] 一個好奇別
[49:40] 對
[49:42] 很多人
[49:43] 犯的錯誤
[49:44] 就是他的開場白
[49:45] 是
[49:46] 只有
[49:47] 好奇別
[49:48] 也沒有重點
[49:49] 那
[49:50] 當然
[49:51] 這個也是一個
[49:52] 也是一個好方式
[49:53] 尤其是
[49:54] 廣告業
[49:55] 很長回去使用這個方式
[49:56] 就是說
[49:57] 他製造一個
[49:58] 讓你
[49:59] 很選擇的事情
[50:01] 某個
[50:03] 某層
[50:04] 弄人是他
[50:05] 他想要說的是
[50:06] 想要告訴你的
[50:07] 三件事情
[50:08] 或是
[50:09] 這個
[50:10] 你不知道你的未來
[50:12] 就會
[50:13] 對 五件事情
[50:14] 或是
[50:15] 這種這種
[50:16] 讓你覺得
[50:17] 不好看
[50:18] 不過是什麼
[50:19] 如果你現在
[50:20] 還不瞭解
[50:21] 這個經營方法
[50:22] 你會失去未來的
[50:23] 競爭力
[50:24] BAH
[50:25] 反正就是讓你開始
[50:26] 新生選擇
[50:28] 然後有一些
[50:29] 很迷惑的
[50:30] 很恐懼
[50:31] 然後什麼
[50:32] 引起你的情緒
[50:33] 但是
[50:34] 因為現在社區
[50:35] 沒理解犯難
[50:36] 所以
[50:37] 太多人在用
[50:38] 尤其是
[50:39] 關於教練每次都在用
[50:40] 走益
[50:41] 那邊太多
[50:42] 就是他一直在
[50:43] 用
[50:44] 賴用這個方式
[50:45] 所以到現在
[50:46] 請大家已經
[50:47] 用這種方式
[50:48] 他都在騙你進來
[50:49] 所以他
[50:50] 大家想要
[50:51] 指導第一句話
[50:52] 就想知道重點
[50:53] 因為大家
[50:54] 使用社群
[50:55] 你就是在消耗自己的時間
[50:56] 所以他知道
[50:57] 你這邊
[50:58] 文章到底是
[50:59] 在貢獻價值
[51:00] 還是在
[51:01] 浪費他的時間
[51:02] 他必須要
[51:03] 你要提供一些
[51:04] 他資訊
[51:05] 讓他判斷
[51:06] 好
[51:07] 那我舉一些例子
[51:08] 這邊是
[51:09] 這個
[51:10] 一個朋友
[51:11] 那
[51:12] 他之前有來
[51:13] 上過課
[51:14] 我有跟他講說
[51:15] 我就是
[51:16] 他說
[51:17] OK
[51:18] 那其實
[51:19] 我現在寫錯誤
[51:20] 也不是錯誤
[51:21] 就是我個人覺得
[51:22] 在這個
[51:23] 我自己的
[51:24] 觀點下面
[51:25] 犯署
[51:26] 所以如果你的
[51:27] 跟
[51:29] 你的
[51:30] 某個人
[51:31] 或是他買我的課
[51:32] 看到他自己的
[51:33] 被幫上來
[51:34] 那非常感謝
[51:35] 就是
[51:36] 你其實你寫
[51:37] 都非常好
[51:38] 然後
[51:39] 我只是救我的
[51:40] 犯署去
[51:41] 給大家一些參考
[51:43] 非常感謝你提供
[51:44] 好
[51:45] 好的 辦理
[51:46] 大家可以看一下
[51:47] 這文章看得到嗎
[51:48] 是
[51:49] 他對福祖生的
[51:51] 態度
[51:52] 譜錄了未來的真相
[51:53] 那這個就是
[51:55] 標準的說
[51:56] 我自己覺得
[51:57] 這個懸念也沒有重點
[51:58] 下面就是
[51:59] 會講
[52:00] 那到底是什麼態度
[52:01] 到底是什麼
[52:02] 等一下
[52:03] 有懸念
[52:04] OK 在重點手
[52:05] 不知道重點是什麼
[52:06] 這一句話
[52:07] 他不是說在重點手
[52:08] 然後
[52:09] 那這個
[52:10] 是我自己寫的
[52:11] 我自己寫說
[52:12] 我公司的主管
[52:13] 真的是
[52:14] 一個老郵條
[52:15] 很懂得說話的意思
[52:16] 那句話
[52:17] 就會
[52:18] 滿有趣的
[52:19] 重點是
[52:20] 這個
[52:21] 老郵條
[52:22] 他很懂
[52:23] 說話的意思
[52:24] 然後
[52:25] 那下面有個懸念
[52:26] 就是說
[52:27] 到底是怎麼
[52:28] 有法
[52:29] 那怎麼說
[52:30] 到底是怎麼說的話
[52:31] 所以大家就會覺得說
[52:32] 你可能可以
[52:33] 只得去看一下
[52:34] 這篇文章
[52:35] 然後來確實這篇
[52:36] 也來爆
[52:37] 一點二
[52:38] 一點二萬
[52:39] 所以
[52:40] 所以就要
[52:41] 這個其實沒有
[52:42] 他不是
[52:43] 大家去留意說
[52:44] 你是不是過度的去
[52:46] 第一句話
[52:47] 製造疑問
[52:48] 製造懸念
[52:49] 而沒有去
[52:50] 給出的很重點
[52:52] 這個要注意
[52:54] 非常重要
[52:55] 好
[52:56] 好
[52:57] 那什麼是
[52:58] 有情緒在內的開場版呢
[53:00] 這邊就是
[53:01] 有點難理解
[53:02] 太多的重點
[53:04] 懸念的
[53:06] 庫庫增相
[53:07] 對 但是因為
[53:08] 就是這個東西
[53:09] 比較不具體
[53:10] 就是說
[53:11] 到底
[53:12] 重點
[53:13] 就是他
[53:14] 他
[53:15] 他
[53:16] 我太有上癮了
[53:17] 剛剛好一點慢
[53:19] 他這個態度是
[53:21] 庫庫增相
[53:23] 就是
[53:25] 很難去想像
[53:26] 到底是庫庫什麼
[53:27] 增相
[53:28] 到底又是什麼態度
[53:30] 所以這個
[53:31] 就會
[53:32] 有點重點
[53:33] 騙到
[53:34] 但是
[53:35] 有你開了麥克風
[53:36] OK
[53:37] 好
[53:38] 那
[53:39] 大家先不要開麥克風
[53:40] 好
[53:41] 那的話會比較明確
[53:42] 因為要擺泡
[53:43] 就是我很明確
[53:44] 就講一件事情
[53:45] 就是
[53:46] 注思
[53:47] 然後他的
[53:48] 他的名詞
[53:49] 就是足怪
[53:50] 是導遊跳
[53:51] 導遊跳
[53:52] 很懂得說話的藝術
[53:53] 就是一切都
[53:54] 非常地擺話
[53:55] 明明白
[53:56] 但是這句話
[53:57] 就是有點
[53:58] 會有點懸疑
[53:59] 那等一下呢
[54:00] 其他人
[54:02] 也可以
[54:03] 如果其他人
[54:04] 有什麼意見
[54:05] 問你
[54:06] 你可以分享
[54:07] 對
[54:08] 這邊我們還是要帶過
[54:09] 因為後面還有一些
[54:10] 蠻多內容
[54:11] 然後
[54:12] 再來就是
[54:13] 我給大家一些
[54:14] 範例
[54:15] 範例就是說
[54:16] 我覺得有情緒當地的開場
[54:17] 我給大家一些參考
[54:19] 那你可以去
[54:20] 建立自己的資料
[54:22] 你去
[54:23] 要怎麼建立自己的資料
[54:24] 貴了
[54:25] 很簡單的方式
[54:26] 我等一下要讓大家練習一下
[54:27] 就是
[54:28] 請你去
[54:29] 看一下你都轉貼了什麼文章
[54:31] 在你再不知
[54:32] 不覺得你已經
[54:33] 透露了你的
[54:34] 偏好
[54:35] 你只要去
[54:36] 看你轉貼文章
[54:37] 是什麼
[54:38] 然後你就知道
[54:39] 說什麼文章
[54:40] 他對你來說是
[54:41] 你會想
[54:43] 至少是你會想
[54:44] 轉貼的
[54:45] 然後你也可以點進去
[54:46] 別人的
[54:47] 主業去看他
[54:48] 都
[54:49] 轉貼什麼文章
[54:50] 他們都是
[54:52] 會
[54:54] 轉貼特別
[54:55] 他自己覺得會
[54:56] 想要轉貼文
[54:57] 所以
[54:58] 通常他開場可能也寫得不錯
[54:59] 因為
[55:00] 如果沒有
[55:01] 開場買了
[55:02] 我沒有寫得不錯的話
[55:03] 這邊的文章
[55:04] 很高
[55:05] 就會寫得很好
[55:06] 高機率都會成到大海裡面
[55:07] 好
[55:08] 那畢業跟他買
[55:09] 是
[55:10] 如果你也跟我一樣
[55:11] 我覺得這個是一個很有力量
[55:13] 很有力量的開場
[55:14] 很有情緒長
[55:15] 你就說
[55:16] 如果你也剛好搞你一樣
[55:17] 就是他
[55:18] 他當時的表現的意思
[55:19] 你就是說
[55:20] 我現在要講我的事情
[55:21] 而且我講的事情
[55:22] 跟你有關係
[55:23] 那如果你剛好搞你一樣的話
[55:25] 那你來看一下
[55:27] 你看
[55:28] 30到40
[55:29] 所以這個是很多人
[55:30] 多30到40歲
[55:31] 所以
[55:32] 大部分都是這個年輕
[55:33] 很多人都是你的年輕
[55:34] 所以他就覺得說
[55:35] 我就是你要講的
[55:36] 這邊文章的受眾
[55:38] 我要來看看
[55:39] 你到底講的是什麼東西
[55:40] 所以還是一些
[55:41] 很有情緒長例的
[55:44] 你去看一下
[55:45] 如果你也跟我一樣
[55:46] 怎麼樣
[55:47] 怎麼樣
[55:48] 如果你也跟我一樣
[55:49] 你也跟我一樣
[55:50] 跟我一樣
[55:51] 笨
[55:52] 如果你也跟我一樣
[55:53] 帥
[55:54] 怎麼樣
[55:55] 所以
[55:56] 無限的主題
[55:57] 你可以
[55:58] 來一張
[55:59] 好列下來
[56:00] 因為主題都寫不完
[56:02] 好
[56:03] 第二個是
[56:04] 我會有人爺
[56:05] 不知道會不會有人
[56:08] 也有高雄人也有興趣
[56:10] 我想來這個
[56:11] 也很
[56:12] 我不知道為什麼
[56:13] 這個人也大概也沒有說
[56:14] 但是這個我
[56:15] 覺得這也是一個
[56:16] 很好的開場
[56:17] 不知道會不會
[56:18] 不知道會不會有人爺
[56:19] 很不喜歡上班
[56:21] 就很像是
[56:23] 聊天的語氣
[56:24] 不知道會不會有人爺
[56:26] 被批退
[56:28] 所以我覺得
[56:29] 是一個很好的開場
[56:30] 所以給大家參考
[56:31] 那我便都會
[56:32] 幫Tee文的連結
[56:33] 先去看一下
[56:35] 好
[56:36] 這個是
[56:37] 如果你
[56:38] 怎麼樣
[56:39] 如果你搞出社會
[56:40] 那你真的不要存在
[56:41] 多錢
[56:42] 對
[56:44] 後文時間點
[56:45] 很好
[56:46] 因為這個我
[56:47] 這個有
[56:48] 很大的關係
[56:50] 等一下我先把這個看起來
[56:52] 如果你
[56:53] 怎麼樣
[56:54] 如果你
[56:56] 也曾經被詐騙過
[56:58] 那你
[57:00] 要學會保護自己
[57:01] 對
[57:03] 你可以好
[57:04] 我相信大家可能有些
[57:05] 他們可能沒有
[57:06] 沒習慣去寫文章
[57:08] 所以可能不擅長去想
[57:10] 但是我給你們這些
[57:11] 架構
[57:12] 很簡單就是你可以去
[57:13] 問卻的舉例
[57:14] 哇
[57:15] 這個
[57:16] 好
[57:17] 這個
[57:18] 好
[57:19] 我示範一次給大家看
[57:20] 因為我覺得這邊
[57:22] 我覺得可能很多人
[57:23] 也是會需要示範
[57:24] 我就
[57:25] 示範一次
[57:26] 好不好
[57:27] 等一下後面有機會我再示範
[57:28] 但是
[57:29] 好
[57:30] 不懂
[57:31] 我還是要直接打
[57:32] 請就
[57:33] 你就
[57:35] 職場的主題
[57:37] 幫我
[57:40] 下出
[57:41] 睡了
[57:42] 我
[57:43] 來唱
[57:44] 第一句
[57:48] 一
[57:50] 一
[57:57] 那
[58:00] 我
[58:02] 我
[58:03] 我
[58:04] 我
[58:05] 我
[58:06] 我
[58:07] 我
[58:08] 我
[58:09] 我
[58:10] 我
[58:11] 我
[58:12] 我
[58:13] 我
[58:14] 我
[58:15] 我
[58:16] 我
[58:17] 我
[58:18] 我
[58:19] 我
[58:20] 我
[58:21] 我
[58:22] 我
[58:23] 我
[58:24] 我
[58:25] 我
[58:26] 我
[58:27] 我
[58:28] 我
[58:29] 我
[58:30] 我
[58:31] 我
[58:32] 我
[58:33] 我
[58:34] 我
[58:35] 我
[58:36] 我
[58:37] 我
[58:38] 我
[58:39] 我
[58:40] 我
[58:41] 我
[58:42] 我
[58:43] 我
[58:44] 我
[58:45] 我
[58:46] 我
[58:47] 我
[58:48] 我
[58:49] 我
[58:50] 我
[58:51] 我
[58:52] 我
[58:53] 我
[58:54] 我
[58:55] 我
[58:56] 我
[58:57] 我
[58:58] 我
[58:59] 我
[59:00] 我
[59:01] 我
[59:02] 我
[59:03] 我
[59:04] 我
[59:05] 我
[59:06] 我
[59:07] 我
[59:08] 我
[59:09] 我
[59:10] 我
[59:11] 我
[59:12] 我
[59:13] 我
[59:14] 我
[59:15] 我
[59:16] 我
[59:17] 我
[59:18] 我
[59:19] 我
[59:20] 我
[59:21] 我
[59:22] 我
[59:23] 我
[59:24] 我
[59:25] 我
[59:26] 我
[59:27] 我
[59:28] 我
[59:29] 我
[59:30] 我
[59:31] 我
[59:32] 我
[59:33] 我
[59:34] 我
[59:35] 我
[59:36] 我
[59:37] 我
[59:38] 我
[59:39] 我
[59:40] 我
[59:41] 我
[59:42] 我
[59:43] 我
[59:44] 我
[59:45] 我
[59:46] 我
[59:47] 我
[59:48] 我
[59:49] 我
[59:50] 我
[59:51] 我
[59:52] 我
[59:53] 我
[59:54] 我
[59:55] 我
[59:56] 我
[59:57] 我
[59:58] 我
[59:59] 我
[01:00:00] 我
[01:00:01] 我
[01:00:02] 我
[01:00:03] 我
[01:00:04] 我
[01:00:05] 我
[01:00:06] 我
[01:00:07] 我
[01:00:08] 我
[01:00:09] 我
[01:00:10] 我
[01:00:11] 我
[01:00:12] 我
[01:00:13] 我
[01:00:14] 我
[01:00:15] 我
[01:00:16] 我
[01:00:17] 我
[01:00:18] 我
[01:00:19] 我
[01:00:20] 我
[01:00:21] 我
[01:00:22] 我
[01:00:23] 我
[01:00:24] 我
[01:00:25] 我
[01:00:26] 我
[01:00:27] 我
[01:00:28] 我
[01:00:29] 我
[01:00:30] 我
[01:00:31] 我
[01:00:32] 我
[01:00:33] 我
[01:00:34] 我
[01:00:35] 我
[01:00:36] 我
[01:00:37] 我
[01:00:38] 我
[01:00:39] 我
[01:00:40] 我
[01:00:41] 我
[01:00:42] 我
[01:00:43] 我
[01:00:44] 我
[01:00:45] 我
[01:00:46] 我
[01:00:47] 我
[01:00:48] 我
[01:00:49] 我
[01:00:50] 我
[01:00:51] 我
[01:00:52] 我
[01:00:53] 我
[01:00:54] 我
[01:00:55] 我
[01:00:56] 我
[01:00:57] 我
[01:00:58] 我
[01:00:59] 我
[01:01:00] 我
[01:01:01] 我
[01:01:02] 我
[01:01:03] 我
[01:01:04] 我
[01:01:05] 我
[01:01:06] 我
[01:01:07] 我
[01:01:08] 我
[01:01:09] 我
[01:01:10] 我
[01:01:11] 我
[01:01:12] 我
[01:01:13] 我
[01:01:14] 我
[01:01:15] 我
[01:01:16] 我
[01:01:17] 我
[01:01:18] 我
[01:01:19] 我
[01:01:20] 我
[01:01:21] 我
[01:01:22] 我
[01:01:23] 我
[01:01:24] 我
[01:01:25] 我
[01:01:26] 我
[01:01:27] 我
[01:01:28] 我
[01:01:29] 我
[01:01:30] 我
[01:01:31] 我
[01:01:32] 我
[01:01:33] 我
[01:01:34] 我
[01:01:35] 我
[01:01:36] 我
[01:01:37] 我
[01:01:38] 我
[01:01:39] 我
[01:01:40] 我
[01:01:41] 我
[01:01:42] 我
[01:01:43] 我
[01:01:44] 我
[01:01:45] 我
[01:01:46] 我
[01:01:47] 我
[01:01:48] 我
[01:01:49] 我
[01:01:50] 我
[01:01:51] 我
[01:01:52] 我
[01:01:53] 我
[01:01:54] 我
[01:01:55] 我
[01:01:56] 我
[01:01:57] 我
[01:01:58] 我
[01:01:59] 我
[01:02:00] 我
[01:02:01] 我
[01:02:02] 我
[01:02:03] 我
[01:02:04] 我
[01:02:05] 我
[01:02:06] 我
[01:02:07] 我
[01:02:08] 我
[01:02:09] 我
[01:02:10] 我
[01:02:11] 我
[01:02:12] 我
[01:02:13] 我
[01:02:14] 我
[01:02:15] 我
[01:02:16] 我
[01:02:17] 我
[01:02:18] 我
[01:02:19] 我
[01:02:20] 我
[01:02:21] 我
[01:02:22] 我
[01:02:23] 我
[01:02:24] 我
[01:02:25] 我
[01:02:26] 我
[01:02:27] 我
[01:02:28] 我
[01:02:29] 我
[01:02:30] 我
[01:02:31] 我
[01:02:32] 我
[01:02:33] 我
[01:02:34] 我
[01:02:35] 我
[01:02:36] 我
[01:02:37] 我
[01:02:38] 我
[01:02:39] 我
[01:02:40] 我
[01:02:41] 我
[01:02:42] 我
[01:02:43] 我
[01:02:44] 我
[01:02:45] 我
[01:02:46] 我
[01:02:47] 我
[01:02:48] 我
[01:02:49] 我
[01:02:50] 我
[01:02:51] 我
[01:02:52] 我
[01:02:53] 我
[01:02:54] 我
[01:02:55] 我
[01:02:56] 我
[01:02:57] 我
[01:02:58] 我
[01:02:59] 我
[01:03:00] 我
[01:03:01] 我
[01:03:02] 我
[01:03:03] 我
[01:03:04] 我
[01:03:05] 我
[01:03:06] 我
[01:03:07] 我
[01:03:08] 我
[01:03:09] 我
[01:03:10] 我
[01:03:11] 我
[01:03:12] 我
[01:03:13] 我
[01:03:14] 我
[01:03:15] 我
[01:03:16] 我
[01:03:17] 我
[01:03:18] 我
[01:03:19] 我
[01:03:20] 我
[01:03:21] 我
[01:03:22] 我
[01:03:23] 我
[01:03:24] 我
[01:03:25] 我
[01:03:26] 我
[01:03:27] 我
[01:03:28] 我
[01:03:29] 我
[01:03:30] 我
[01:03:31] 我
[01:03:32] 我
[01:03:33] 我
[01:03:34] 我
[01:03:35] 我
[01:03:36] 我
[01:03:37] 我
[01:03:38] 我
[01:03:39] 我
[01:03:40] 我
[01:03:41] 我
[01:03:42] 我
[01:03:43] 我
[01:03:44] 我
[01:03:45] 我
[01:03:46] 我
[01:03:47] 我
[01:03:48] 做業的
[01:03:49] 對
[01:03:50] 所謂的
[01:03:51] 有
[01:03:53] 情緒價值
[01:03:54] 就是分析一下
[01:03:55] 找一篇文章
[01:03:56] 看要它開場
[01:03:57] 白癡符合
[01:03:58] 這個課程裡面講的是
[01:03:59] 架構
[01:04:00] 如果有的話
[01:04:01] 你可以分享到
[01:04:02] 這個
[01:04:03] 賴的群組
[01:04:05] 對
[01:04:06] 因為順的那個
[01:04:07] 聊天室
[01:04:08] 它會
[01:04:09] 太多智慧洗掉
[01:04:10] 你可以分享到
[01:04:11] 賴的群組
[01:04:12] 然後那個Denny
[01:04:13] 是會幫我看
[01:04:14] 那這邊
[01:04:15] 我們也邀請
[01:04:16] 今天有上線的同學
[01:04:17] 如果有一個
[01:04:18] 你想要來分享
[01:04:19] 看你的收穫的話
[01:04:20] 可以舉手一下
[01:04:22] 應該舉手
[01:04:23] 那我們就
[01:04:24] Denny
[01:04:25] 這邊就可以
[01:04:26] 把它
[01:04:27] 它可以自己開麥克風嗎
[01:04:28] 對
[01:04:29] 如果想要分享的話
[01:04:30] 可以自己開麥克風
[01:04:32] 如果沒有的話
[01:04:33] 我可能會
[01:04:34] 點名一下
[01:04:35] 所以
[01:04:36] 所以
[01:04:37] 我可以
[01:04:38] 看一下
[01:04:39] 我覺得誰
[01:04:40] 比較
[01:04:41] 感覺比較
[01:04:42] 很可以
[01:04:43] 跟大家分享
[01:04:44] 也是在
[01:04:45] 共現價值的一環
[01:04:47] 對
[01:04:48] 有人
[01:04:49] 有人想要
[01:04:50] 的話可以
[01:04:51] 開麥克風
[01:04:52] 講一下
[01:04:53] 沒想到你剛
[01:04:54] 課程聽到
[01:04:55] 前面你的收穫
[01:04:56] 甚至是你的疑問
[01:04:57] 都可以
[01:04:58] 有嗎
[01:04:59] 那個
[01:05:00] 我先
[01:05:01] 幾例個
[01:05:02] 沒有什麼
[01:05:03] 想要分享
[01:05:04] 或是
[01:05:05] 誘付
[01:05:08] 我們看它有換
[01:05:09] 把頭貼的
[01:05:10] 比較
[01:05:11] 比較
[01:05:12] 比較
[01:05:13] 比較
[01:05:14] 有的話可以直接開麥克風
[01:05:16] 給它
[01:05:18] 五秒鐘的時間
[01:05:20] 五
[01:05:22] 四
[01:05:24] 三
[01:05:27] 二
[01:05:29] 有人在線嗎
[01:05:32] 好
[01:05:34] 我問一下
[01:05:35] 先讓它做個事賣
[01:05:37] 等一下它可以
[01:05:38] 保護一下一次的機會
[01:05:39] 因為你
[01:05:40] 當你
[01:05:41] 其實你參與的時候
[01:05:42] 你的那個記憶
[01:05:43] 就會在大腦裡面
[01:05:45] 形成這個
[01:05:47] 誘付
[01:05:48] 好
[01:05:49] 誘付了
[01:05:50] 分享
[01:05:51] 好
[01:05:52] 好
[01:05:53] 我來分享一下好了
[01:05:55] 我是那個
[01:05:57] 剛剛有點吃到
[01:05:58] 晚上線的了
[01:05:59] 然後我上線的時候
[01:06:00] 就聽到那個
[01:06:02] 就是符合情緒價值
[01:06:04] 還有那個很精亮的開場白
[01:06:06] 我覺得用那個
[01:06:07] 佛教的那個
[01:06:08] 預忘來解釋
[01:06:10] 解釋的
[01:06:11] 庫耶
[01:06:12] 常常沒有聽過
[01:06:13] 那個行銷的人
[01:06:14] 用那個什麼
[01:06:15] 貪稱吃慢以來解釋
[01:06:16] 但是
[01:06:17] 確實
[01:06:18] 是
[01:06:19] 就是透過這個
[01:06:20] 五鐘角度
[01:06:21] 來
[01:06:22] 來寫的開場白
[01:06:23] 確實是滿
[01:06:24] 吸引到人的
[01:06:25] 所以覺得
[01:06:26] 很有
[01:06:27] 條例的事
[01:06:28] 未來也會
[01:06:29] 嘗試看看
[01:06:30] 每種角度的開場白
[01:06:31] 看看會有
