[00:00] 時間很寶貴
[55:43] 隔一兩個月就寫一次
[55:46] 一樣的也可以
[55:47] 或是你要去改不同面向寫
[55:49] 也可以
[55:50] 那我這邊舉兩個例子
[55:51] 也是我們合作的夥伴
[55:52] 因為我們有跟他們去
[55:55] 建議說可以寫這個方向
[55:57] 所以就是以他們來做一個有兩範例
[56:00] 像Ana就是她
[56:03] 她之前當過護理師
[56:05] 然後她也是一個蠻善良的
[56:06] 所以她其實在護理這個行業
[56:07] 其實有很多的那種
[56:10] 新等
[56:11] 或是覺得說她很有
[56:12] 覺得很委屈的事情
[56:15] 但這個其實就是很多人都會
[56:17] 有共鳴的事件
[56:18] 因為她是一個
[56:20] 偉大中華神的事件
[56:22] 甚至是那個什麼小蝦蜜對抗高強
[56:26] 雞蛋對抗
[56:27] 那個坦克車
[56:29] 的事件
[56:29] 所以她一寫這篇文
[56:31] 這篇文好像一百萬流
[56:33] 一百萬流覽
[56:35] 我從來沒有寫過一篇文一百萬流覽
[56:37] 所以這種東西就是
[56:38] 其實我不用
[56:39] 我不用看我就知道她如果
[56:41] 她用我們課程交流格
[56:43] 是去寫這個題材一定會爆
[56:46] 所以這就是說你的一級避密
[56:48] 怎麼去把你壓箱寶丟出來
[56:50] 然後再來就是
[56:51] 這個
[56:52] Busy
[56:53] Busy也是因為她也是過去經歷
[56:55] 非常的厲害
[56:55] 我大概其實
[56:56] 我知道她以前做過
[56:58] 非常多很厲害的事情
[56:59] 但是其實她都沒有去寫
[57:01] 但是我從
[57:02] 去有時候跟她一起去提案的過程中
[57:04] 我就知道說
[57:05] 她其實提案只要講這件事情
[57:07] 基本上就會中
[57:09] 但是在吹上面
[57:09] 她可能沒有去寫
[57:11] 所以我跟她說你應該
[57:12] 要去寫一個字件
[57:14] 那她這邊就是去寫她的字件
[57:16] 然後
[57:17] 她是寫什麼
[57:18] 直接開
[57:19] 畫面比較大
[57:20] 我剛剛那接觸有點笑
[57:25] 這個吧
[57:26] 好
[57:30] 對她就寫說她之前
[57:32] 其實一開始他們就開過一個宅男的部落國
[57:36] 然後爆紅一個月一千萬流覽量
[57:38] 然後二十四歲進入遊戲業
[57:41] 當進舞團
[57:42] 然後當到營運長
[57:44] 副總
[57:45] 然後她可能
[57:46] 那年當年是
[57:47] 她手上有1.5億廣告費
[57:50] 然後花動畫不完
[57:53] 所以這個東西就是她寫之前
[57:54] 我就知道會爆
[57:55] 只是我要等
[57:56] 一個適當的時機
[57:58] 再去寫這東西
[58:00] 讓她
[58:01] 現在已經很多人知道她了
[58:03] 然後也很多人知道她是做端音的
[58:05] 然後這方面有專業
[58:06] 這時候我再去寫
[58:08] 我再去寫這種一定會爆的壓箱堡股市
[58:11] 就會
[58:12] 呃
[58:13] 就會效果很好
[58:14] 而且甚至還會轉蛋
[58:16] 那可是前提是什麼
[58:17] 就是前面你在測試的階段的時候
[58:19] 你要先去
[58:21] 你要先去規劃好
[58:22] 你
[58:23] 你要寫的東西
[58:25] 因為你這樣心裡才有底
[58:26] 所以你這邊就要先去規劃好
[58:29] 好大概這樣
[58:32] 然後
[58:33] 變黑了
[58:35] 好看到這個
[58:37] 等一下
[58:38] 所以這就是這個
[58:39] 然後另外一種就是像這個
[58:42] 像這個帳號是
[58:48] 就是像我那時候在做的時候
[58:50] 不會一開始就去寫
[58:52] 我不會一開始就去寫他的故事啊
[58:54] 因為你太突兀了吧
[58:55] 大家都不知道你是幹嘛的
[58:56] 然後你也沒有人追蹤
[58:58] 突然就是寫你的那個故事
[59:00] 就
[59:00] 就是很奇怪
[59:02] 所以我前面都是寫一些這種公軍類型
[59:04] 或是偏向帝軍類型
[59:07] 文章
[59:08] 然後我是寫到
[59:10] 第四天
[59:12] 四天前
[59:13] 寫到第四五天的時候
[59:15] 我就開始去寫這種比較是
[59:17] 我覺得一定會爆
[59:19] 但是我別想馬上寫
[59:20] 因為這邊我自己
[59:22] 常常都報過
[59:22] 就是說拜託停下兩秒鐘
[59:24] 然後分享一件很重要的事情
[59:26] 然後我講出真的
[59:27] 大家都有共鳴的問題
[59:29] 接下來我講說自己
[59:31] 可以提供的價值
[59:33] 對然後最後再加
[59:34] 收尾的時候我也加一句就是
[59:36] 很有那種溫度的話
[59:38] 去
[59:40] 去引起大家的共鳴
[59:42] 所以我開場擺做得很好
[59:44] 我結尾也做得很好
[59:47] 然後中間其實寫的東西
[59:49] 也很ok
[59:50] 所以這邊文章就是一定會
[59:52] 一定會爆
[59:53] 我基本上
[59:55] 我當然不能保證
[59:56] 但我就是
[59:57] 覺得是機率偏高
[01:00:00] 對
[01:00:01] 然後再來就是這個
[01:00:04] 這個
[01:00:04] 有些我跳過
[01:00:07] 對
[01:00:07] 就是這邊就是在一片配文
[01:00:09] 去寫報
[01:00:10] 好
[01:00:10] 然後再來就是
[01:00:12] 這時候
[01:00:13] 呃在
[01:00:14] 引爆的這個階段
[01:00:15] 說
[01:00:16] 有個重點就是你要開門見山
[01:00:19] 這時候就是不要再去
[01:00:20] 場了
[01:00:21] 因為像是
[01:00:22] 呃我們在
[01:00:23] 跟我們政客的時候有講說
[01:00:25] 其實你的
[01:00:26] 分文
[01:00:27] 你也不要太寫太業配感
[01:00:29] 或是你不要每篇文都
[01:00:31] 都都寫的好像賣你的產品嘛
[01:00:33] 這個是一個
[01:00:35] 他們sense
[01:00:36] 但是當你今天已經
[01:00:38] 做主的前面的準備之後
[01:00:40] 最後的階段開門見山就是你就是
[01:00:43] 把你的東西拿出來
[01:00:45] 因為這時候已經大家都已經
[01:00:47] 衣服都脫了
[01:00:48] 然後你還在那邊扭扭捏捏的就奇怪
[01:00:50] 所以這時候就是
[01:00:52] 直接有什麼產品的連結
[01:00:54] 你就直接附在本文裡
[01:00:56] 比方說這一篇
[01:00:58] 我直接把我的連結都附在這邊
[01:01:00] 那很多人都說有個江湖的
[01:01:03] 那個
[01:01:04] 江湖道士的迷信就是說什麼
[01:01:06] 貼文放連結
[01:01:08] 就會被降觸及
[01:01:09] 我聽他在亂講
[01:01:11] 對
[01:01:12] 沒有這回事
[01:01:14] 我的觀察就是
[01:01:15] 你貼文放觸及就是
[01:01:17] 大家就不想看
[01:01:18] 因為你寫的文章寫太爛了
[01:01:20] 你就是寫的像蝦皮
[01:01:22] 蝦皮的貼文
[01:01:23] 但是你的文章寫得好
[01:01:24] 所以你在正確的情境下面
[01:01:26] 放上你的連結觸及
[01:01:28] 並沒有被降觸及這回事啊
[01:01:31] 那不然我這篇文
[01:01:32] 14.8萬
[01:01:34] 呃
[01:01:34] 14.8k的牛奶冰怎麼來
[01:01:37] 所以這個就是我也不會去
[01:01:39] 把我的連結放在貼文
[01:01:41] 我就直接在這個貼文
[01:01:42] 在這個文章我覺得情境是很不合
[01:01:45] 因為我主題就是要寫
[01:01:47] 我的產品
[01:01:49] 所以我就直接放我的產品連結
[01:01:51] 這個完全沒有任何問題
[01:01:53] 對但是
[01:01:54] 如果你今天主題寫的是什麼
[01:01:56] 星座語錄
[01:01:58] 然後
[01:01:58] 你今天寫的文章是寫星座語錄
[01:02:01] 結果你在最下面突然放說我今天提供一個金融業的這個
[01:02:04] 代操工具那就很奇怪很突兀
[01:02:07] 當然觸及就不會好
[01:02:08] 這跟演算法沒有關係
[01:02:10] 其實是跟人性有關係
[01:02:12] 我如果是消費者我不想看這種文章
[01:02:14] 我覺得
[01:02:15] 幹你再騙
[01:02:16] 騙流覽
[01:02:18] 對啊
[01:02:19] 所以就是這樣這時候開門介紹或者是
[01:02:22] 我舉個舉個例子
[01:02:26] 像這篇文章我覺得不適合放在本文
[01:02:29] 因為我今天本文就是要請
[01:02:31] 幫大家曝光他的品牌
[01:02:33] 可是我會直接就是
[01:02:34] 我只要看到流量是ok的時候
[01:02:36] 我就直接發一篇
[01:02:38] 發一篇留言是字頂
[01:02:41] 這我這邊就發一篇字頂留言
[01:02:44] 然後我也是直接把我連結放進去
[01:02:47] 所以這個就叫做這個叫做開門介紹的方式
[01:02:50] 就是
[01:02:51] 你要把你的
[01:02:52] 產品直接亮出來
[01:02:54] 好
[01:02:55] 大概這樣
[01:02:57] 那大家有什麼問題可以等一下
[01:03:00] 那個提出來
[01:03:01] 這邊我就直接先把快速最後講完
[01:03:04] 這就是剛剛講的字頂
[01:03:06] 字頂的留言
[01:03:08] 對你都要加入這種cta
[01:03:11] 好
[01:03:12] 那最後就是
[01:03:13] 那個
[01:03:15] 呃 以量取勝
[01:03:17] 以量取勝的意思就是說你前面其實已經補成了夠了
[01:03:22] 那有可能有可能你寫不出這種
[01:03:24] 有可能你寫不出這種像這個
[01:03:27] 這種報文
[01:03:28] 因為你的產品本身可能不是那種
[01:03:31] 呃
[01:03:31] 大家會很有爭議性或是很有吸引力的話題
[01:03:35] 但是
[01:03:36] 你如果產品產品本身不是那種
[01:03:37] 可能你是一個直銷產品
[01:03:40] 或是你是一個減肥產品
[01:03:42] 他這時候可能大家都覺得
[01:03:45] 這大家可能對這產品是沒有那麼新鮮感
[01:03:48] 因為太多人在講
[01:03:49] 你可能不容易寫出這種報文
[01:03:51] 但也沒有關係
[01:03:53] 因為你前面已經
[01:03:54] 經過
[01:03:55] 測試發酵已經累積了足夠的這個粉絲數的時候
[01:03:59] 所以你就是去
[01:04:01] 你這時候應該會有基礎的瀏覽
[01:04:03] 可是你一篇文固定就是至少
[01:04:05] 三四千
[01:04:06] 或是一兩千
[01:04:08] 那你就是直接
[01:04:10] 用以量取勝
[01:04:11] 就一直去寫
[01:04:12] 像我那時候在推我線上課程的時候
[01:04:14] 我有一陣子我也寫不上去
[01:04:17] 因為
[01:04:17] 我寫
[01:04:19] 脆的攻略或是脆的攻略雞湯
[01:04:22] 很多人要看啊
[01:04:23] 可是今天我要寫
[01:04:25] 我寫的文章裡面
[01:04:26] 就插入說這個課程有沒有興趣大家參考看看的時候
[01:04:30] 誰就沒有很多人就很多人就不想看
[01:04:33] 說那部文章流覽率就很差
[01:04:35] 可是我發現說其實我流覽率還是有三千兩千四千
[01:04:38] 我想說那沒差
[01:04:40] 我一天寫一篇
[01:04:42] 沒法報
[01:04:43] 沒法破完那我還不會寫十篇嗎
[01:04:46] 就寫十篇就好啊
[01:04:48] 十篇就三萬
[01:04:49] 三千十一篇就三萬
[01:04:51] 那我寫一篇文章短短的又不花什麼時間
[01:04:55] 所以這就是說
[01:04:56] 最後你要去轉換的時候你就可以去
[01:04:58] 以量取勝
[01:04:59] 對
[01:05:00] 但你還是要讓那個文章本身是有趣的
[01:05:03] 不要那個文章本身是
[01:05:05] 毫無任何的薪酵亮點
[01:05:07] 然後就是像是一個蝦皮貼紋
[01:05:09] 那個在什麼
[01:05:11] 你在八個100篇都沒有用
[01:05:13] 對
[01:05:16] 大概是這樣
[01:05:17] 那我們今天
[01:05:18] 這個主要的課程大概就是到
[01:05:21] 這個怎麼去起號的過程
[01:05:23] 其實就是這三個階段
[01:05:25] 像我可能
[01:05:26] 弄完這個最後的這個
[01:05:28] 引爆的階段之後就會重新再回到前面
[01:05:31] 去開始去測試其他的
[01:05:32] 可是隨著這個 circle
[01:05:34] 越來越亂越多次之後呢
[01:05:37] 我就會
[01:05:38] 知道說我有哪些文章是會報的
[01:05:41] 那這樣有什麼好處
[01:05:44] 第一個是我就可以有三種類型的文章
[01:05:48] 可以去交叉發
[01:05:49] 而且都是我知道大家很有興趣高流量的文章
[01:05:52] 這就是第一個好處
[01:05:54] 那第二個好處是
[01:05:56] 我兩個月前發過
[01:05:58] 已經報的文章
[01:05:59] 我兩個月後可以再發一次
[01:06:02] 一模一樣的
[01:06:03] 其實這個是我覺得是不影響
[01:06:06] 因為
[01:06:07] 這個
[01:06:09] 就是你可能像我兩個月前追蹤者粉是
[01:06:13] 呃五千
[01:06:14] 那現在過兩個月之後追蹤者變成是八千
[01:06:17] 有很多的是新的
[01:06:20] 粉絲
[01:06:21] 所以其實我發一模一樣的文章是
[01:06:23] 完全不會有的去
[01:06:25] 有什麼問題的
[01:06:27] 比方說像我這篇
[01:06:31] 像
[01:06:32] 我就寫那個什麼 INFP的
[01:06:35] 那個文章就
[01:06:37] 我發的兩次一模一樣
[01:06:38] 然後第二次還第二次
[01:06:39] 第二次瀏覽率還比第一次高啊
[01:06:42] 我搜尋給大家看
[01:06:46] INFP中最大的耐力解決
[01:06:54] 哎
[01:06:55] 哦
[01:06:56] 這邊
[01:06:57] 3月8號發的
[01:06:59] 三千多個
[01:07:00] 但
[01:07:02] 2025年3月8號
[01:07:04] 這個是2024年
[01:07:05] 發的只有兩千兩百
[01:07:07] 所以人家說你發一樣的
[01:07:09] 你複製一樣的文章
[01:07:11] 有染素
[01:07:12] 你這個那個流量會變差
[01:07:14] 沒有啊
[01:07:15] 我隔了很長很短時間
[01:07:16] 或是隔了一兩個月的時候發
[01:07:18] 我流量還更好
[01:07:21] 所以這個就是說你進一萃的一個
[01:07:24] 累積
[01:07:26] 就是你
[01:07:27] 經營認真經營一個半年到一年之後
[01:07:30] 其實你會越來越輕鬆
[01:07:32] 因為你已經累積了很多年報完
[01:07:35] 這東西其實
[01:07:36] 就是屬於你自己的
[01:07:38] 帳號
[01:07:39] 就是適配這種類型的文章
[01:07:41] 所以你自己抄襲自己我有問題
[01:07:43] 而且你自己抄襲自己你還可以
[01:07:46] 不斷的獲取新的
[01:07:48] 呃互動或許新的轉換
[01:07:51] 然後也不會有
[01:07:52] 也不會也不費
[01:07:54] 你可以用最低的成本去做這件事情
[01:07:56] 因為你可能兩個月前
[01:07:57] 可能有十篇文章
[01:07:59] 那你這個月可能就拍
[01:08:00] 就可以有十天就發這些文章就好
[01:08:03] 所以當你經營的越久
[01:08:04] 你認真經營之後其實他就會越來越輕鬆
[01:08:07] 大概是今天跟大家講
[01:08:09] 這整個旗號的邏輯大概這樣
[01:08:10] 那
[01:08:11] Danny是在幫我
[01:08:12] 看一下說大家有沒有什麼
[01:08:15] 注意
[01:08:16] 作業
[01:08:18] 好看作業
[01:08:21] 好 電話圈
[01:08:22] 現在在是Line嗎還是
[01:08:25] 我真的給我去
[01:08:27] 我一下
[01:08:28] 不能多
[01:08:32] 哦好
[01:08:37] 作業這邊
[01:08:38] 好
[01:08:41] 好
[01:08:42] 那大家現在
[01:08:43] 我們政客結束了
[01:08:45] 如果可以的話請
[01:08:46] 大家這個幫我打開鏡頭
[01:08:48] 對
[01:08:50] 然後我們來就是
[01:08:51] 我們進到QA的環節
[01:08:54] 這個
[01:08:57] 然後因為我要看一下說到底是
[01:08:59] 就是是誰
[01:09:02] 好
[01:09:06] 這
[01:09:07] 這一個人
[01:09:09] 我看看
[01:09:10] 哦好
[01:09:11] 就是目前交作業的比率有點低
[01:09:14] 所以呢
[01:09:16] 請大家盡快交作業
[01:09:19] 那沒關係
[01:09:20] 你在
[01:09:21] 你在寫作業的時候你不一定要去
[01:09:25] 呃
[01:09:25] 你可能政客你能看了一部分
[01:09:28] 你也可以一邊去寫作業
[01:09:30] 那政客只有兩個人半小時
[01:09:32] 對好
[01:09:34] 那這是有一個同學有交作業的
[01:09:37] 那因為他今天有上線嗎
[01:09:43] 今天相機有上線嗎
[01:09:48] 好
[01:09:49] 這個的話
[01:09:50] 也給大家參考一下
[01:09:51] 就是他
[01:09:52] 你們可以去開這個連結
[01:09:53] 然後可以去看到這個同學
[01:09:55] 那這同學是基本上他是已經
[01:09:57] 已經
[01:09:58] 我覺得他稅上變現的已經很穩定了
[01:10:00] 他其實現在是要怎麼去讓他這個
[01:10:03] 他這個幣環可以更更紮實
[01:10:06] 所以但他基本上他的模式你們都完全可以去參考
[01:10:09] 然後可以去看他稅的帳號
[01:10:11] 是怎麼寫的
[01:10:14] 好那其他人的話
[01:10:16] 就是有沒有人要開鏡頭
[01:10:18] 這個提問一下
[01:10:22] 有問題嗎
[01:10:22] 有沒有問題嗎
[01:10:24] 保護機會哦
[01:10:25] 或是可以用留言提問
[01:10:26] 他剛好看到有個
[01:10:28] 有個提問
[01:10:28] 我順便回答一下
[01:10:32] 呃對就是這個
[01:10:33] 這個是新功能
[01:10:35] 有的帳號可能還不一定有
[01:10:37] 但是基本上
[01:10:38] 就是
[01:10:39] 呃就是有有的話就請大家去使用
[01:10:42] 他的
[01:10:43] 就是你可以去
[01:10:45] 在家你只要你
[01:10:46] 如果帳號有這個功能的話
[01:10:48] 你加hash tag的時候
[01:10:49] 他就自動幫你
[01:10:50] 帶到那個帳號有測的處理字體
[01:10:57] 請問帳號去相關議題
[01:11:00] 多多留言
[01:11:02] 意思是脆方
[01:11:04] 該帳號流量嗎
[01:11:13] 哎karon你可以開麥克風講
[01:11:16] 有點不深懂
[01:11:17] 哦好老師好
[01:11:19] 呃因為有特別講說那個
[01:11:22] 如果現在
[01:11:24] 跟自己本職業相關的議題
[01:11:27] 呃就到處去做到一個留言發
[01:11:31] 關心就像你剛剛說那個什麼歌的那個
[01:11:34] 那他是會幫
[01:11:36] 幫忙那個
[01:11:38] 像我去幫別人留言
[01:11:40] 所以他會幫
[01:11:40] 卻會幫我的流量增加嗎
[01:11:42] 還是只是會
[01:11:44] 會變成人家覺得我留言好
[01:11:46] 然後就是增加
[01:11:48] 別人對我的好奇
[01:11:49] 然後
[01:11:50] 變成是追蹤我的意思
[01:11:51] 到底是是有這兩兩項的增加法
[01:11:55] 還是是怎麼樣
[01:11:56] 哦
[01:11:57] 幫人家留言的意義到底是在哪裡
[01:12:01] 好好好
[01:12:02] 跟跟大家解釋一下就是說
[01:12:04] 因為像有些文章他的
[01:12:06] 這個最後他流染率可能是20萬
[01:12:10] 那如果你是在比較早期去留言的話
[01:12:12] 可能你如果那個留言是
[01:12:15] 比較認真的留言
[01:12:16] 最後那個留言可能流染率
[01:12:18] 也是可能會是三四千
[01:12:20] 或是五千以上
[01:12:22] 那他的作用其實就跟
[01:12:24] 你其實跟你發文是一模一樣的意思
[01:12:28] 就是你只是在別人的
[01:12:30] 貼文底下發文而已
[01:12:33] 那這些
[01:12:34] 這些人他們通常其實在留言區看到的
[01:12:37] 他其實反而比較
[01:12:38] 他反而更容易去追蹤你
[01:12:40] 因為他本來就是對這個議題很有興趣的
[01:12:43] 然後你又提出
[01:12:44] 你有寫了一個跟這個議題有關的面向
[01:12:47] 所以他就會去追蹤
[01:12:48] 變成是你的這個粉絲
[01:12:51] 對那是不是只能夠留言
[01:12:53] 你自己相關的職業的議題呢
[01:12:56] 其實不一定
[01:12:57] 因為就有觀察
[01:12:58] 像夢歌是什麼都留
[01:13:00] 反正他就是會站在
[01:13:02] 比較正義的一方去去去留
[01:13:04] 那這個也可以
[01:13:06] 那你要或者你要站在反面的一方
[01:13:08] 也也ok
[01:13:10] 對
[01:13:13] 好有沒有問題可以再開
[01:13:15] 那個就有沒有問題
[01:13:16] 要不要提問一下
[01:13:18] 開頭
[01:13:20] 剛剛留言了就是說
[01:13:23] 比如說那個經營的催葬話
[01:13:25] 他是一個頻道的話
[01:13:27] 那也是到處可以去留言嗎
[01:13:30] 那會不會有人設問題或者是還是要
[01:13:33] 因為有一些東西在教
[01:13:35] 是不是要去建構好人設
[01:13:37] 他會避免有一些錯亂
[01:13:39] 然後或者是說
[01:13:41] 嗯要加很多人嗎
[01:13:42] 會鼓勵嗎
[01:13:44] 說什麼意思
[01:13:45] 你們要注意的之類的
[01:13:47] 哦
[01:13:49] 哎就你的帳號是是做什麼類型
[01:13:52] 哦一個是個人
[01:13:54] 然後個人的話
[01:13:56] 就是想
[01:13:58] 呃個人的話就是有在
[01:14:00] 嗯做
[01:14:02] 呃生產力教練
[01:14:03] 然後說書
[01:14:05] 或者是
[01:14:06] 有辦一些活動
[01:14:07] 然後很比較興趣
[01:14:08] 就會回很多喜劇跟
[01:14:10] 各種有趣的觀念
[01:14:11] 各種各種想分享的東西是很愛分享的那種
[01:14:14] 然後個人就還好
[01:14:16] 要貼東西比較想到什麼就貼
[01:14:18] 那頻道的話就是那個
[01:14:20] 就是跟電視一起做的不想上班實驗室
[01:14:24] 啊因為其實頻道節目content
[01:14:26] 就很多未來
[01:14:28] 從這邊學到的東西應該也可以展開很多
[01:14:31] 有要
[01:14:32] 要寫的東西那應該還蠻多
[01:14:34] 作業該做的
[01:14:35] 然後這邊我知道知道
[01:14:36] 我來跟你講一下剛剛問題
[01:14:39] 就是基本上
[01:14:41] 呃
[01:14:42] 你說你的帳號如果去跟別的帳號交流
[01:14:45] 我覺得基本上因為在退上面
[01:14:47] 他進你的方式就是偏向比較是輕鬆
[01:14:50] 所以其實就是要
[01:14:53] 呃其實我覺得他那個帳號
[01:14:55] 雖然他是在寫一些知識的
[01:14:56] 可是他本身冷色感要夠
[01:14:58] 他可能是寫些你自己發生的故事
[01:15:01] 因為大家為什麼會希望品牌
[01:15:05] 品牌是有溫度的
[01:15:07] 那品牌有溫度最後回掛什麼
[01:15:09] 就是要有故事
[01:15:10] 那故事
[01:15:12] 故事一定是創這個品牌的人的故事
[01:15:15] 這品牌本身他不會有故事啊
[01:15:17] 因為一定是這個人
[01:15:18] 他在創立這個品牌的過程
[01:15:20] 或是這個品牌之前
[01:15:23] 他有些故事
[01:15:24] 所以你還是中規是要寫
[01:15:26] 呃第一冷稱的這個角度去寫
[01:15:28] 故事
[01:15:29] 所以我覺得互動的時候
[01:15:31] 當然你可以維持你的冷色
[01:15:32] 就是你可能想要輸出一些比較
[01:15:34] 呃知識的面向
[01:15:36] 可能這個本來也是你的個性
[01:15:38] 那你留言的時候你就回這方面的
[01:15:40] 你可以在每個話題下面去
[01:15:43] 去寫知識的面向
[01:15:45] 比方說像我之前看到一個
[01:15:46] 美女律師的帳號
[01:15:48] 他就是什麼東西
[01:15:48] 他就會開始去用他的專業去扯
[01:15:51] 他說那個Andy的話
[01:15:53] 可能他的那個財產權要怎麼分配啊
[01:15:55] 然後這個什麼
[01:15:56] 呃被虐同的話
[01:15:58] 他可能是這個可能有什麼法律一提
[01:16:00] 大家需要了解
[01:16:01] 所以他等於是他每個一題
[01:16:03] 他還都是可以去留言
[01:16:04] 他也可以甚至是自己發一篇文
[01:16:06] 可是他會用自己的
[01:16:08] 冷色
[01:16:09] 跟用自己的
[01:16:10] 呃自己的這個專業去寫
[01:16:13] 那他的冷色是什麼
[01:16:14] 就他每一篇文下面都會
[01:16:16] 有一個他非常拍的一個自拍的美照
[01:16:18] 然後是真的蠻正的
[01:16:20] 所以他
[01:16:22] 就是你想想看他其實
[01:16:23] 他是如果他是律師專業
[01:16:25] 他也是每天在發那個正妹自拍照
[01:16:28] 他每篇文都發
[01:16:29] 所以你們可以去去看
[01:16:31] 對
[01:16:33] 好啊那那
[01:16:34] 呃其他的還有問題嗎
[01:16:36] 現在景點
[01:16:37] 今天那個其他上線的
[01:16:43] 有沒有人想要有問題保護機會
[01:16:44] 或者是說
[01:16:45] 有沒有人想要把你的帳號貼上來
[01:16:47] 最後10分鐘可以幫你看一下說
[01:16:50] 呃目前我覺得你帳號可以進行
[01:16:52] 你們可以把你的帳號貼到這個
[01:16:54] 聊天室留言區
[01:16:55] 脆的脆的那個帳號臉紙
[01:16:57] 你有沒有問題啊
[01:17:03] 還是有些在這個在外面
[01:17:05] 外面
[01:17:05] 外面開麥克風
[01:17:09] 近往有沒有問題呢
[01:17:13] 或是剛剛講的想要再多補充的部分
[01:17:18] 那大家大家
[01:17:19] 大家
[01:17:20] 大家
[01:17:20] 大家
[01:17:21] 大家
[01:17:21] 大家
[01:17:22] 大家
[01:17:22] 大家
[01:17:23] 大家
[01:17:23] 大家
[01:17:24] 大家
[01:17:24] 大家
[01:17:25] 大家
[01:17:25] 大家
[01:17:26] 大家
[01:17:26] 大家
[01:17:27] 大家
[01:17:27] 大家可以把你們帳號的
[01:17:29] 脆的帳號的連結貼到
[01:17:30] 這邊
[01:17:32] 我們我來幫你們就是現場看一下
[01:17:43] 在外面 ok
[01:17:45] 好沒關係
[01:17:47] 如果可以可以發言的話可以
[01:17:49] 就是
[01:17:50] 如果現在是在室內或是
[01:17:52] 可以一個地方的話你們就是可以
[01:17:55] 把握機會提問
[01:17:56] 好那我來先幫這個舊語
[01:17:58] 看一下他的帳號
[01:18:00] 也是順便給大家一些參考
[01:18:09] ok
[01:18:14] 很少
[01:18:18] 舊語的話你的帳號其實我覺得
[01:18:21] 我們今天講內容應該會對你
[01:18:23] 蠻有幫助的
[01:18:24] 就是其實你這帳號就是一個還沒有
[01:18:26] 以我的看法就是一個還沒有旗號的帳號
[01:18:29] 對
[01:18:30] 那舊語你有你現在政客已經看完了
[01:18:35] 政客看完了然後
[01:18:37] 政客看完了
[01:18:38] 哎對對
[01:18:39] 好那
[01:18:41] 那就是你就是去
[01:18:44] 呃像陪跑作業裡面有一個是會幫你們去調整字節的
[01:18:48] 那
[01:18:48] 對所以這個東西你們就要去
[01:18:51] 趕快去寫
[01:18:52] 那你不一定要從第一天開始寫你可以從
[01:18:55] 你可以從中間的天數開始寫
[01:18:57] 都可以
[01:18:58] 沒關係
[01:18:59] 那然後這樣我就可以去幫你們去看
[01:19:03] 字節有什麼地方是可以去調整的
[01:19:06] 目前來看我覺得字節還有一些地方可以再調
[01:19:09] 嗯
[01:19:09] 然後再來就是
[01:19:11] 呃
[01:19:12] 現在的話你的這個貼文類型
[01:19:15] 我覺得是比較偏向是
[01:19:19] 比較偏向是蝦皮帳號的類型
[01:19:21] 對就是
[01:19:23] 節目介紹啊
[01:19:24] 龍短文漫量
[01:19:25] 對就是很像是你就是要賣
[01:19:27] 你就是要賣一個產品
[01:19:28] 然後但是你沒有
[01:19:29] 你沒有要跟人家互動的意思
[01:19:31] 嗯
[01:19:31] 對對對所以
[01:19:32] 所以其實
[01:19:34] 你的帳你的貼文就可以去參考我們今天
[01:19:37] 講的就是說像我剛剛那個貼文是
[01:19:39] 那個帳號我是怎麼起號的
[01:19:41] 因為我那帳號
[01:19:42] 幫他一開始用的時候只有
[01:19:44] 只有九十個粉絲
[01:19:46] 那現在已經快900個
[01:19:47] 大概兩週的時間
[01:19:49] 所以其實你要去
[01:19:50] 讓你這個帳號做得好
[01:19:51] 哇其實是完全
[01:19:53] 做得到的而且其實
[01:19:54] 並不會很
[01:19:55] 很麻煩
[01:19:56] 因為你看像我剛剛我看的這個帳號
[01:20:00] 我總共指八的指片啊
[01:20:03] 一二三四五
[01:20:08] 六七
[01:20:10] 八九十11
[01:20:13] 121314
[01:20:17] 如果我指八的14片
[01:20:18] 而且有些我還
[01:20:19] 我還我還那個灌水
[01:20:21] 我就只是轉貼自己的在寫一篇
[01:20:23] 就是所以其實他工作量
[01:20:25] 我覺得是沒有到
[01:20:28] 他比較多是
[01:20:29] 要有正確的認知
[01:20:30] 但是實際上你並不會花很多時間
[01:20:33] 對
[01:20:34] 然後像我們一堆一堆跑的話
[01:20:36] 就是你隨時你寫那個東西
[01:20:37] 你有問題
[01:20:39] 我們到時候再去
[01:20:40] 你沒都可以直接去提問
[01:20:42] 所以我覺得這個是ok的
[01:20:44] 然後看看你個人帳號
[01:20:45] 其他人可以入去貼上
[01:20:47] 就講到兩點為止
[01:20:49] 用場列輸到這時間
[01:20:54] 各種分享
[01:20:56] 然後有幾篇流量
[01:20:59] 有上去像
[01:21:00] 像那個中間有一個講
[01:21:02] 喜蘭的那個湯到上班
[01:21:05] 然後前一日
[01:21:06] 分享剛好像什麼
[01:21:08] 雷蒂嘎嘎的一些東西出來
[01:21:10] 哎
[01:21:11] 他就可能到上前
[01:21:13] 然後還有一個
[01:21:14] 就是離線找真愛
[01:21:16] 分享那個東西突然又上去這樣
[01:21:19] 你是類似拖口秀的那個
[01:21:21] 哎比較有跟喜劇有接觸
[01:21:24] 哦
[01:21:25] 然後看東看西這樣
[01:21:28] 對
[01:21:30] 我覺得這個你個人的帳號
[01:21:32] 就是反而比較讓人家覺得比較有
[01:21:35] 像個人
[01:21:36] 對比較多可能像海軍的感覺
