[00:00] 我這幾天在閉關
[49:52] 這很重要
[49:53] 他做的這個格局真的很大
[49:55] 我覺得我一想分享給你聽
[49:57] 他講的叫認知格局
[49:59] 就是你現在
[50:00] 認知經濟的時代
[50:01] 你要先讓消費者
[50:03] 看到認知
[50:04] 就像我們現在看到的
[50:05] 所有東西都是自媒體
[50:07] 給我們裝造出來的
[50:09] 那
[50:10] 可是外面的自媒體
[50:11] 他只是在增加
[50:12] 我們的多巴胺
[50:14] 但是他會讓你不斷的
[50:15] 情緒上上下
[50:17] 所以
[50:18] 就是做了一個系統
[50:20] 就是全部都是有系統性的
[50:23] 認知
[50:25] 我覺得他講的超級
[50:27] 就是很有
[50:28] 因為他講的內容
[50:30] 是真
[50:31] 他是所有的對象
[50:32] 都是那些醫學博士
[50:34] 是很定基的人
[50:35] 所以我覺得他講的那個格局
[50:37] 非常高
[50:38] 我想跟你分享
[50:39] 就是這種系統
[50:40] 我覺得是未來
[50:41] 我們可以創造的一個系統
[50:43] 他的認知模式
[50:45] 我覺得很好
[50:46] 就是讓每個人被教育之後
[50:49] 篩選出我們藥的人
[50:52] 我覺得這樣很好
[50:54] 就是用影片來篩選出我們藥的人
[50:57] 我覺得那個非常可以參考
[50:59] 因為一個團隊的認知不同
[51:02] 會笑什麼後面的
[51:03] 一大堆問題
[51:05] 他等於是把這個問題
[51:07] 直接提早解決
[51:09] 我覺得很酷
[51:11] 我覺得他壯造這個系統
[51:13] 是很值得參考的
[51:14] 不愧是這個
[51:15] 創造很多500大企業的系統
[51:17] 所以我覺得我
[51:18] 就是我兩個分享給你
[51:20] 這個
[51:21] 我突然以待會在想給我的時候
[51:23] 我現在不會突然以想到
[51:24] 我先跟你講
[51:25] 就不好吧
[51:26] 你說
[51:27] 因為我們
[51:28] 這個
[51:29] 陳老師是要培養的分析
[51:32] 分析一道事
[51:33] 他是要
[51:34] 就是
[51:35] 無常的給除
[51:36] 但是人們對於
[51:38] 無常的兩邊色情
[51:40] 會當作理所當然
[51:42] 不管
[51:43] 就說
[51:44] 聽你的到的東西
[51:46] 都是不值得珍惜的
[51:48] 沒錯
[51:49] 好
[51:50] 越南追的
[51:52] 越南追的老婆
[51:54] 後後可能
[51:55] 可能進出成功的月刀
[51:58] 那
[51:59] 這個
[52:00] 有沒有這個可能性
[52:01] 從把整套系統
[52:02] 監鎖列出來
[52:04] 可能他在這三個月
[52:05] 陪你用
[52:06] 我們要支出
[52:07] 就一個人
[52:08] 就是
[52:09] 落到一個人
[52:10] 一口上面
[52:11] 然後就
[52:13] 把自己
[52:14] 做出
[52:15] 包括
[52:16] 就是培養
[52:18] 這些
[52:19] 這些
[52:20] 這些
[52:21] 這些
[52:22] 這些
[52:23] 這些
[52:24] 這些
[52:25] 這些
[52:26] 這些
[52:27] 這些
[52:28] 老實在
[52:29] 發到一個人的身上
[52:30] 要發多少錢
[52:31] 是否有這個
[52:33] 技值的
[52:34] 這個可能性
[52:35] 是讓他們先支付
[52:37] 百分之多
[52:39] 有沒有這個
[52:40] 你想得到這間
[52:42] 讓我們
[52:43] 無常給你
[52:44] 對共
[52:45] 怎麼如果的人才兩去
[52:50] 我覺得
[52:51] 老師應該
[52:52] 不會想要這麼做
[52:53] 但是我可以
[52:54] 跟他提出
[52:55] 我覺得
[52:56] 老師的想法
[52:57] 應該就是我們先給
[52:58] 你看
[52:59] 老師的行為模式
[53:00] 大部分
[53:01] 都是先給
[53:02] 他的行為模式
[53:04] 是給太多
[53:05] 這樣子
[53:06] 但是
[53:07] 如果是我
[53:08] 對
[53:09] 我說
[53:10] 我是認為
[53:11] 人是
[53:12] 貪婪的
[53:13] 人性是
[53:14] 本惡的
[53:21] 我覺得就是
[53:22] 可以有兩個機制
[53:23] 一個是
[53:24] 講上跟乘法機制
[53:25] 就像
[53:27] 或許是說
[53:28] 你投資乘本
[53:29] 假設我們一個人
[53:30] 投10萬塊
[53:31] 再教育乘本好了
[53:32] 那你先支付
[53:33] 多少錢
[53:34] 那如果遇到
[53:35] 那個
[53:36] 中低收入戶
[53:37] 所以
[53:38] 老師應該可以
[53:39] 有這種
[53:40] 老師應該會希望
[53:41] 有這種
[53:42] 因為他覺得
[53:43] 他很
[53:44] 我覺得他很喜歡
[53:45] 做一件事
[53:46] 就是找
[53:47] 一個對
[53:48] 很痛
[53:49] 就是最痛苦的人
[53:50] 然後
[53:51] 幫他們
[53:52] 在最痛苦的幫助他們
[53:53] 他教我的
[53:54] 雖然我覺得
[53:55] 要看人
[53:56] 這真的是看人
[53:57] 每一個人
[53:58] 都可以這樣
[53:59] 你看
[54:00] 你看那個什麼
[54:01] 就是
[54:02] 很非之人
[54:03] 立有可能
[54:04] 是錯
[54:05] 我其實是認同
[54:06] 但是我現在要的
[54:08] 我現在要的
[54:09] 資金通過人
[54:10] 叫陳老師
[54:11] 我不會想要
[54:12] 改變他的認知
[54:13] 我沒有
[54:14] 我沒有
[54:15] 我沒有
[54:16] 必要改變他的認知
[54:17] 但是也沒有說
[54:18] 但是有沒有一個方法
[54:19] 就是他的這個習慣
[54:20] 我不會
[54:21] 改他
[54:22] 可能就是
[54:23] 如果沒有完成
[54:24] 可能幾個月
[54:25] 就差不多了
[54:26] 或者是說
[54:27] 洗臨可能是
[54:30] 100天我們就想
[54:31] 100天
[54:32] 就
[54:33] 就停止投資嘛
[54:34] 因為
[54:35] 他們沒有做出
[54:36] 相對應的一個付出
[54:37] 就是停止投資
[54:38] 這我覺得是可以的
[54:39] 但是你講的
[54:42] 也沒有錯
[54:43] 例如說
[54:44] 可能他支付部分款
[54:45] 像我覺得
[54:46] OK的
[54:47] 我也覺得可以
[54:48] 這等置容壓機嘛
[54:50] 你做錯的寶座寶
[54:51] 還是不能做得正好
[54:52] 我願意投資
[54:56] 投資在你身上
[54:57] 我不管
[54:58] 說你以後的
[54:59] 投資寶座
[55:00] 你怎麼樣
[55:01] 但我沒可能
[55:02] 啥到
[55:03] 打到
[55:04] 啥到
[55:05] 就是
[55:06] 不常打
[55:07] 就是
[55:08] 這種
[55:09] 這種給
[55:10] 之後還變成
[55:11] 白眼爛
[55:12] 什麼
[55:13] 很近
[55:14] 我們已經遇到好幾個了
[55:16] 所以
[55:17] 對
[55:18] 你最後變成白眼爛
[55:19] 那
[55:20] 這個
[55:21] 傷心的是誰
[55:22] 你覺得
[55:23] 最有安全的方法
[55:24] 是不他先付一部分的錢
[55:26] 然後他打到什麼
[55:27] 標準就回購多少
[55:28] 對
[55:29] 那我們
[55:31] 在教育教育就是
[55:33] 平訊
[55:34] 平訊員工
[55:35] 包括
[55:36] 平衛心
[55:37] 一爽
[55:38] 都是這樣
[55:39] 就是
[55:40] 你要付多少
[55:41] 你來之後
[55:42] 我們
[55:43] 辦完
[55:44] 把你
[55:46] 這個我認同
[55:48] 不要辦你
[55:50] 你就是學會的技術學完之後
[55:53] 這個
[55:56] 這個
[55:58] 你都拿了
[55:59] 你都可以到事
[56:00] 讓你
[56:01] 半錢了
[56:02] 當助人
[56:03] 還有智慧
[56:04] 我覺得很好
[56:05] 對
[56:06] 而且
[56:07] 人家
[56:08] 對你
[56:09] 他不出自我
[56:10] 讓你
[56:11] 他
[56:12] 更努力
[56:13] 因為他
[56:14] 就在事打死
[56:15] 他就
[56:17] 會出的
[56:19] 他就會
[56:21] 他就會
[56:23] 原點短短
[56:25] 就會
[56:26] 我就這樣說
[56:28] 我們不管
[56:29] 他可能
[56:30] 能力不足
[56:31] 還是他
[56:32] 是能力不足
[56:33] 可以啊
[56:34] 你那個
[56:35] 什麼
[56:36] 你不能
[56:38] 辦完
[56:39] 你多少
[56:40] 你付多少
[56:41] 是代表你的決心
[56:42] 到時候
[56:43] 做了這個案子
[56:44] 我們就
[56:45] 按照多久
[56:46] 我們把他打完
[56:47] 給你
[56:48] 就有錢還是你這樣
[56:49] 但是
[56:50] 這種
[56:51] 太平仇了
[56:52] 我也可能
[56:53] 講真的
[56:54] 太平仇
[56:55] 然後
[56:57] 我都不在
[56:58] 那一切到
[56:59] 你都在想
[57:00] 為什麼
[57:01] 去學
[57:02] 我會
[57:03] 其實我個人
[57:04] 第一批
[57:05] 我想要的
[57:06] 都是
[57:07] 非常的高篩選
[57:09] 我裡面來面試
[57:10] 500個
[57:11] 只要100個
[57:12] 或是
[57:13] 那一千個
[57:14] 我都會
[57:15] 幫他弄
[57:16] 但是我只要
[57:17] 那個
[57:18] 最精銳的
[57:19] 那幾個
[57:20] 因為你前面的
[57:21] 學長
[57:22] 就會影響後面的
[57:23] 所以我要的是
[57:24] 沒有
[57:25] 那個已經
[57:26] 改不掉了
[57:27] 像你是
[57:28] 很正的
[57:29] 指雲很正
[57:30] 目前看到
[57:31] 其他我沒有
[57:32] 在我眼中
[57:33] 我自己在我眼中
[57:34] 一個都沒過
[57:35] 這樣
[57:36] 都不能拿一鍋
[57:37] 那看到我是
[57:39] 在我眼中
[57:40] 眼中全部
[57:41] 什麼是
[57:42] 他看不到
[57:43] 他看不到
[57:44] 他也是
[57:45] 跟我說
[57:46] 這裡面真正合格的
[57:48] 他那時候
[57:49] 去年
[57:50] 跟我講
[57:51] 說一個都沒有
[57:52] 這就是我合格
[57:53] 然後
[57:54] 因為那時候你
[57:55] 還沒出現
[57:56] 那時候你比較少來
[57:57] 他說他看起來
[57:58] 一個都不行
[57:59] 因為他們給他一年
[58:00] 我就說
[58:01] 嗯
[58:02] 我也覺得不行
[58:03] 但我認為
[58:05] 我真的
[58:06] 說真話
[58:07] 我認為
[58:08] 在我的
[58:09] 通溫程
[58:10] 跟我一樣強的人
[58:11] 蠻多的
[58:12] 就是
[58:13] 世上
[58:14] 不是
[58:15] 是因為
[58:16] 我們沒有那個
[58:17] 那個
[58:18] 那個
[58:19] 那是我
[58:20] 比較奇怪
[58:21] 如果是
[58:22] 我以前的
[58:23] 圈層
[58:24] 都是
[58:25] 月露
[58:26] 三五十萬的人
[58:27] 以前
[58:28] 沒有月露
[58:29] 五十萬的
[58:30] 沒辦法
[58:31] 當我朋友
[58:32] 因為我不屑
[58:33] 我不屑
[58:34] 跟他
[58:35] 當朋友
[58:36] 我以前的朋友
[58:37] 都是
[58:38] 能力
[58:39] 就極強
[58:40] 有一點要強過
[58:41] 我才會跟他當朋友
[58:42] 我這個人比較
[58:43] 或者是
[58:44] 他
[58:45] 我很驕傲的
[58:46] 我身邊的人
[58:47] 都很有錢
[58:48] 就是
[58:49] 要嘛
[58:50] 很有錢
[58:51] 我才會
[58:52] 想要跟他當朋友
[58:53] 幫我時間
[58:54] 太寶貴了
[58:55] 我自己
[58:56] 說真的
[58:57] 不然你
[58:58] 跟一個人
[58:59] 你不有錢
[59:00] 又不有錢
[59:01] 又不有錢
[59:02] 都沒有
[59:03] 要是
[59:04] 對我而言
[59:05] 我是
[59:06] 很篩選
[59:07] 對啊
[59:08] 對啊
[59:09] 他沒有
[59:10] 畢竟強的東西
[59:11] 是因為
[59:12] 我這個人
[59:13] 很工地
[59:14] 因為我覺得
[59:15] 當被時間
[59:16] 我時間那麼快
[59:17] 我以前學學
[59:18] 對我
[59:19] 我連學都不想學他
[59:20] 是這樣
[59:22] 這是我以前
[59:23] 就是那麼驕傲
[59:24] 應該說
[59:25] 因為我以前
[59:26] 在那個環境中
[59:27] 越路千萬的人
[59:28] 很多
[59:29] 我幹嘛要
[59:30] 學越路
[59:31] 十萬的人
[59:32] 我身經病
[59:33] 這是我
[59:34] 我可以認識
[59:35] 那麼多越路百萬的人
[59:36] 我為什麼要認識那麼多
[59:37] 附載的
[59:39] 我會必
[59:40] 是我跟這群人
[59:41] 相處我好痛苦
[59:42] 我最好跟老師
[59:43] 想說
[59:44] 我接下來
[59:45] 這一批都找
[59:46] 這種城市以上的
[59:48] 第一批已經是
[59:50] 就像那個
[59:52] 新靈海嘗說的
[59:53] 富額有愛的那群人
[59:57] 這是你
[59:58] 我們學費高
[59:59] 學費高來的
[01:00:00] 都是體驗家
[01:00:02] 學費不體的
[01:00:03] 你不會出現在這個圖區裡面嗎
[01:00:07] 第二批會看
[01:00:08] 第一批
[01:00:09] 人決定要不要進
[01:00:10] 所以我覺得
[01:00:11] 第一批我
[01:00:12] 因為少
[01:00:13] 我個人
[01:00:14] 我裡面少
[01:00:15] 那些人
[01:00:16] 不是說不救他們
[01:00:17] 而是他們
[01:00:18] 他們很
[01:00:19] 你要很強之後
[01:00:21] 他們才靠著
[01:00:22] 就是你的內部核心
[01:00:23] 強到一個不可思議的時候
[01:00:24] 這群人
[01:00:25] 他才會怪怪的服務你
[01:00:27] 不然我這些
[01:00:28] 越路從來沒有超過
[01:00:29] 十萬人都在銷張什麼
[01:00:30] 我如果是
[01:00:31] 我常常都覺得說
[01:00:32] 你這被子從來
[01:00:33] 沒有越路超過十萬人
[01:00:34] 我就不知道你們在
[01:00:35] 交什麼
[01:00:36] 我看不懂
[01:00:37] 然後附載
[01:00:39] 累累的人
[01:00:40] 這跟我很交
[01:00:41] 我看不懂
[01:00:42] 我真心看不懂
[01:00:43] 不是以前來很良
[01:00:44] 是要成就沒成就
[01:00:46] 要結果沒結果
[01:00:47] 然後我們在交什麼
[01:00:49] 我就不知道你
[01:00:50] 我在交什麼看不懂
[01:00:51] 真心看不懂
[01:00:52] 都是唱很自大
[01:00:53] 就是無知啊
[01:00:55] 無知的自大
[01:00:56] 我就覺得
[01:00:57] 不理解
[01:00:58] 真不理解
[01:00:59] 我說實在
[01:01:01] 我自己分享一下
[01:01:03] 你會不會想一下
[01:01:05] 那個什麼
[01:01:06] 那個博士的
[01:01:08] 這個
[01:01:10] 這個
[01:01:11] 這個
[01:01:13] 我覺得
[01:01:14] 我覺得
[01:01:15] 我覺得愛莫老師的系統
[01:01:17] 因為他是
[01:01:18] 已經專門在
[01:01:19] 做教育的
[01:01:20] 然後他在講的
[01:01:21] 就是他
[01:01:22] 最近講的一堂課
[01:01:23] 我把那個
[01:01:24] 錄音發給你
[01:01:25] 跟通影片
[01:01:26] 他在講
[01:01:27] 所有東西是認知造成
[01:01:28] 決策
[01:01:29] 決策造成結果
[01:01:30] 我覺得很合理嘛
[01:01:31] 那我們如何
[01:01:32] 搶賬認知
[01:01:33] 入口
[01:01:34] 就是
[01:01:35] 所有人
[01:01:36] 現在要搶個叫認知
[01:01:37] 好
[01:01:39] 那我們如何在這個
[01:01:40] 階段
[01:01:41] 我個人想要做的
[01:01:42] 布局
[01:01:43] 我那樣客企發
[01:01:44] 的時候我就跟你分享
[01:01:45] 就是講
[01:01:46] 他在講認知
[01:01:47] 就是
[01:01:48] 如果我們搶賬的
[01:01:49] 身心靈的
[01:01:50] 這個入口
[01:01:51] 我們未來就是
[01:01:53] 你可以想像我們
[01:01:54] 越大來的人
[01:01:55] 就是越
[01:01:56] 知感越好
[01:01:57] 越大
[01:01:58] 對
[01:01:59] 然後我覺得
[01:02:00] 愛莫老師的系統
[01:02:01] 值得參考的
[01:02:02] 一件事第一個
[01:02:03] 他就是
[01:02:04] 這4年他幹的20萬人
[01:02:05] 這件事情確實
[01:02:06] 然後他通用國家
[01:02:08] 通用高學的一份
[01:02:09] 因為我們
[01:02:10] 覺得很多系統
[01:02:11] 他不見得可以
[01:02:12] 全線上化
[01:02:13] 但是
[01:02:14] 我舉例子
[01:02:15] 像心靈還可能
[01:02:16] 就沒那麼線上化
[01:02:17] 我舉例子
[01:02:18] 可能
[01:02:19] 有可能沒有
[01:02:20] 但是我們以後要做到
[01:02:22] 的系統
[01:02:23] 應該是要一般人類聽得懂
[01:02:27] 非常科學
[01:02:29] 並且
[01:02:30] 毫無這個
[01:02:32] 沒有真意性
[01:02:33] 那我就覺得
[01:02:34] 愛莫老師的系統
[01:02:35] 因為陳老師
[01:02:36] 有說過愛莫老師系統
[01:02:37] OK嘛
[01:02:38] 所以我覺得他的
[01:02:39] 非常值得參考
[01:02:40] 有參考值
[01:02:41] 所以我覺得
[01:02:42] 我可以分享給你
[01:02:43] 他用
[01:02:44] 他的系統裡面
[01:02:45] 就是用認知
[01:02:46] 來篩選
[01:02:47] 掉他
[01:02:48] 不要的人
[01:02:49] 然後
[01:02:50] 全部篩選來
[01:02:51] 都是他要的人
[01:02:52] 我覺得這很好
[01:02:53] 這才是和我的
[01:02:54] 年紀
[01:02:55] 你還越大
[01:02:56] 我就越來不想
[01:02:57] 跟認知地人講話了
[01:02:58] 我比較沒有耐性
[01:03:00] 我沒有耐性
[01:03:01] 但是
[01:03:02] 我
[01:03:03] 就是
[01:03:04] 就是
[01:03:05] 我們可以在
[01:03:06] 外圍篩選出很多人
[01:03:07] 同時這套系統
[01:03:08] 我們
[01:03:09] 轉換成幾個名詞
[01:03:10] 就可以拿來用了
[01:03:11] 其實
[01:03:12] 超好用
[01:03:13] 我覺得他的系統
[01:03:14] 因為
[01:03:15] 是一領海的系統
[01:03:16] 有沒有更新
[01:03:17] 我不知道
[01:03:18] 但是愛莫老師的邏輯
[01:03:19] 是非常先進
[01:03:20] 他已經在講
[01:03:21] AI了
[01:03:22] 就是
[01:03:23] 就是我要最新的東西
[01:03:25] 他最好是
[01:03:26] 日更
[01:03:27] 月更的東西
[01:03:28] 周更的東西
[01:03:29] 月新的東西
[01:03:30] 月好
[01:03:31] 因為現在人
[01:03:32] 他的畢竟
[01:03:33] 還是
[01:03:34] 他的整密度
[01:03:35] 我覺得非常好
[01:03:36] 所以
[01:03:37] 我覺得愛莫老師的課程
[01:03:38] 你可以聽
[01:03:39] 然後
[01:03:40] 像的是屬於新人聽的
[01:03:42] 然後
[01:03:43] 把你幫到就能幫
[01:03:45] 我覺得可以聽
[01:03:46] 你這個嗎
[01:03:47] 我身心靈刻
[01:03:49] 一盤的
[01:03:50] 你沒有文字的
[01:03:52] 我
[01:03:53] 你沒有文字的
[01:03:54] 你沒有文字的
[01:03:55] 你要打破文字的
[01:03:56] 我理解啦
[01:03:57] 這個到後來
[01:03:58] 文字
[01:03:59] 到現在都只有感受的
[01:04:00] 可能
[01:04:01] 後來連說話
[01:04:02] 都不用說那麼多話
[01:04:03] 到後來
[01:04:04] 真的
[01:04:06] 真的啦
[01:04:07] 我知道
[01:04:08] 因為我認識的他們
[01:04:09] 他們都這樣
[01:04:10] 他說你現在感受一下這個頻率
[01:04:11] 他們都後來都是用頻率跟
[01:04:13] 我們所有課程
[01:04:14] 所有的課程
[01:04:15] 是LVD的
[01:04:16] 他們只會在白鼓上面
[01:04:18] 白鼓上面
[01:04:20] 白鼓上面
[01:04:22] 企業文不是
[01:04:24] 企業文還有VVD
[01:04:25] 他會講
[01:04:26] 這叫波洋蔥工具法
[01:04:28] 這是他說洋蔥
[01:04:30] 你知道
[01:04:31] 你知道新人還是看不起
[01:04:32] 看不起那個
[01:04:34] 企業文的
[01:04:36] 對
[01:04:37] 看不起企業
[01:04:38] 企業文都覺得
[01:04:39] 對非非人
[01:04:40] 跟神道道的勇弊
[01:04:41] 然後我們是看不起企業文的
[01:04:43] 因為他心上
[01:04:44] 先寧的兩個派
[01:04:46] 但是我覺得系統這兩個字
[01:04:48] 他就要變成
[01:04:49] 可預測可複製
[01:04:50] 如果要做企業的話
[01:04:52] 他一定是可複製的
[01:04:54] 企業要可被複製
[01:04:56] 對
[01:04:58] 我講的是
[01:04:59] 如果我們要做的事情
[01:05:00] 是純粹新寧成長
[01:05:02] 我們
[01:05:03] 佛陀笑一下
[01:05:04] 就點花一下
[01:05:05] 他就傳承了
[01:05:06] 那個是佛陀的事情
[01:05:08] 那個是
[01:05:09] 那個是慘中會
[01:05:10] 但是慘中
[01:05:11] 傳一傳之後
[01:05:12] 都失慘了
[01:05:13] 這個不是系統
[01:05:15] 那個
[01:05:16] 那個對我而言
[01:05:17] 不是系統
[01:05:18] 就像當初
[01:05:19] 佛陀他在傳的時候
[01:05:20] 他的佛經
[01:05:21] 為什麼現在
[01:05:22] 照著那麼大的混亂
[01:05:23] 因為佛陀本身不做教材
[01:05:25] 佛陀的弟子
[01:05:28] 都是在後面
[01:05:29] 然後他的教材
[01:05:30] 產生那麼多的正義
[01:05:32] 或者是產生那麼派
[01:05:33] 就是因為他在
[01:05:34] 生前不做教材
[01:05:35] 才有那麼多的問題
[01:05:37] 他如果做成客鋼
[01:05:38] 就沒有那麼多問題了
[01:05:39] 他沒有統一版本
[01:05:41] 那個阿難跟
[01:05:43] 什麼羅的
[01:05:44] 他們全部寫的都不一樣
[01:05:46] 然後就分裂成
[01:05:47] 超多宗派了
[01:05:48] 然後呢
[01:05:49] 我真的很研究佛陀本教
[01:05:51] 100年後
[01:05:53] 佛陀變成他當初
[01:05:54] 所以不想傳承的東西
[01:05:55] 一樣有神有佛
[01:05:57] 佛陀就是
[01:05:58] 大家就要往內查
[01:05:59] 不是要看一些神神
[01:06:00] 佛陀
[01:06:01] 不是看神通
[01:06:02] 不是有那些宗教祭祖
[01:06:03] 結果
[01:06:04] 100年後
[01:06:05] 就變回來
[01:06:06] 那個印度教的樣子了
[01:06:07] 他最討厭的東西
[01:06:08] 現在變回來
[01:06:09] 他的
[01:06:10] 就是
[01:06:11] 他說
[01:06:12] 有一派就變成
[01:06:13] 回向印度教一樣
[01:06:14] 他就是
[01:06:15] 佛教出來
[01:06:16] 就是為了要人人平等
[01:06:17] 結果變成
[01:06:18] 有刺地
[01:06:19] 有
[01:06:20] 他又變回來了
[01:06:21] 我只舉例啦
[01:06:22] 佛陀就沒做完這件事情
[01:06:24] 然後
[01:06:25] 中國傳來傳去
[01:06:26] 更是亂的
[01:06:27] 所以
[01:06:28] 我只是純粹講
[01:06:29] 就是要
[01:06:31] 我這樣講
[01:06:32] 有點偉大
[01:06:33] 但是就是
[01:06:34] 教材
[01:06:35] 才能同意思想
[01:06:36] 思想相近
[01:06:38] 我們才能共識
[01:06:40] 然後大家來的人
[01:06:41] 才能夠有一個依循
[01:06:43] 到最後的那一刻
[01:06:44] 到第三階段
[01:06:45] 一定是放掉這些東西
[01:06:47] 那是
[01:06:48] 後面的事
[01:06:49] 我自己覺得
[01:06:50] 那是後面的事
[01:06:51] 但是
[01:06:52] 因為
[01:06:53] 沒有那個基礎
[01:06:54] 他
[01:06:55] 沒辦法
[01:06:56] 傳承
[01:06:57] 那我們這個企業
[01:06:59] 就是
[01:07:00] 只有那些神神到
[01:07:01] 就是那些神神到
[01:07:02] 到人可以走我的天啊
[01:07:03] 這個企業他一個人
[01:07:05] 如果最後只有那些
[01:07:08] 對啊
[01:07:09] 一定要
[01:07:10] 我說我認同這個想法
[01:07:11] 但是
[01:07:12] 人類
[01:07:13] 98%以上
[01:07:14] 人類可能沒辦法接受
[01:07:16] 應該說
[01:07:17] 他還是要有
[01:07:18] 可系統化
[01:07:19] 可視化的東西
[01:07:21] 你知道
[01:07:23] 像我就
[01:07:27] 我覺得還是需要這個出奇
[01:07:29] 但是你後期
[01:07:30] 就是要放掉
[01:07:31] 你沒有這些東西
[01:07:33] 像讀過
[01:07:35] 就是
[01:07:36] 五零高手
[01:07:37] 不需要那些
[01:07:38] 五公
[01:07:39] 新法方法
[01:07:40] 但是他
[01:07:41] 過程中是新法
[01:07:42] 跟方法練起來的呀
[01:07:44] 所以
[01:07:45] 我覺得意思是說
[01:07:46] 還是可以
[01:07:47] 就是你那套課程
[01:07:48] 一定他在傳承的過程中
[01:07:50] 一定還是會有
[01:07:52] 他們內部的課
[01:07:53] 趕快叫趕吧
[01:07:54] 還是有這個東西吧
[01:07:55] 我不知道
[01:07:56] 還是有吧
[01:07:57] 內部有
[01:07:58] 只是教課的時候沒有
[01:07:59] 你去掉那個廣價吧
[01:08:01] 嗯
[01:08:03] 更多的
[01:08:04] 就是
[01:08:05] 你知道
[01:08:06] 就是
[01:08:07] 平面式的課程
[01:08:08] 就是
[01:08:09] 相信你更多
[01:08:10] 是在你
[01:08:11] 不是在你
[01:08:12] 很多的文字上面
[01:08:13] 很多人
[01:08:14] 他是看不到文字
[01:08:15] 看不到文字
[01:08:16] 他不會理解文字的
[01:08:19] 懂嗎
[01:08:20] 有些人
[01:08:21] 他是理解的
[01:08:22] 我意思
[01:08:23] 他不會理解文字
[01:08:24] 他必須要
[01:08:25] 補貨
[01:08:26] 補貨
[01:08:27] 一個遊戲
[01:08:29] 或透過一個董事
[01:08:31] 然後來把你內帶的東西
[01:08:33] 碰拔出來
[01:08:35] 我理解
[01:08:37] 我這種課程很多
[01:08:38] 都是遊戲代課啊
[01:08:40] 就是從一個小組
[01:08:41] 去玩一個遊戲
[01:08:42] 然後
[01:08:43] 對
[01:08:44] 他更深入
[01:08:45] 或是
[01:08:46] 更快社群理解
[01:08:47] 讓對象比較大的聲音
[01:08:49] 好
[01:08:50] 那千一老師
[01:08:51] 你就直接告訴我
[01:08:52] 說一個人要多少錢
[01:08:53] 整套上了多少錢
[01:08:54] 然後我就
[01:08:55] 故事是一個人
[01:08:56] 預算丟給老師
[01:08:57] 解說了
[01:08:58] 我就很簡單這樣
[01:08:59] 我就可以解決了
[01:09:00] 先顧個預算吧
[01:09:05] 你看我這個人多麼的
[01:09:06] 多麼
[01:09:07] 你要有個草案嗎
[01:09:08] 你怎麼知道這個話
[01:09:09] 多少錢啊
[01:09:14] 你跟我說
[01:09:15] 開了一個
[01:09:16] 你跟我說
[01:09:18] 剛剛有事
[01:09:19] 剛剛這樣
[01:09:20] 50萬已經算少了
[01:09:22] 真的
[01:09:23] 老師第一年
[01:09:24] 之前跟我講
[01:09:25] 他的預算是5000萬
[01:09:27] 我現在只能怎麼
[01:09:28] 5000萬花掉的問題
[01:09:30] 因為他
[01:09:32] 因為他
[01:09:33] 你跟我說
[01:09:34] 你跟我說
[01:09:35] 你算了
[01:09:36] 你跟我說
[01:09:37] 你跟我說
[01:09:38] 你跟我說
[01:09:39] 你跟我說
[01:09:40] 你跟我說
[01:09:41] 你跟我說
[01:09:42] 你跟我說
[01:09:43] 你跟我說
[01:09:44] 你跟我說
[01:09:45] 你跟我說
[01:09:46] 你跟我說
[01:09:47] 你跟我說
[01:09:48] 你跟我說
[01:09:49] 你跟我說
[01:09:50] 你跟我說
[01:09:51] 你跟我說
[01:09:52] 你跟我說
[01:09:53] 你跟我說
[01:09:54] 你跟我說
[01:09:55] 你跟我說
[01:09:56] 你跟我說
[01:09:57] 你跟我說
[01:09:58] 你跟我說
[01:09:59] 你跟我說
[01:10:00] 你跟我說
[01:10:01] 每一個位置
[01:10:02] 你都要會
[01:10:03] 每一個位置
[01:10:04] 你都要來實習一盤
[01:10:05] 我這個人很
[01:10:06] 很女
[01:10:07] 很女人
[01:10:08] 我覺得
[01:10:09] 你不能一直在那邊
[01:10:10] 飄躍
[01:10:11] 你要照人間在幹嘛
[01:10:12] 人間你每個工作
[01:10:13] 只為如果你
[01:10:14] 不會
[01:10:15] 你如何諮詢他人
[01:10:16] 你會把他感同身受
[01:10:18] 所以我會
[01:10:19] 善用這些勞動力
[01:10:20] 反正這些勞動力都不遷
[01:10:21] 這樣會不會
[01:10:22] 你會覺得很過分
[01:10:23] 我自己還在想
[01:10:24] 可是老師可能會回酒
[01:10:26] 我這學的
[01:10:27] 我這學說
[01:10:28] 這些人
[01:10:29] 老師既然以後都要創意
[01:10:30] 那他每一個感會
[01:10:31] 他要懂
[01:10:32] 他至少來實
[01:10:33] 每一個角色他來
[01:10:34] 體驗三個月
[01:10:35] 就有點
[01:10:36] 創實習的概念
[01:10:37] 你瞄解我意思嗎
[01:10:40] 他非常上課以外
[01:10:41] 還有很多顯示時間
[01:10:42] 你就來
[01:10:43] 我們的那個這邊
[01:10:44] 上個班
[01:10:45] 這樣
[01:10:46] 打個工
[01:10:48] 嗯
[01:10:49] 可能會被老師媽
[01:10:52] 老師說你就歌吧
[01:10:54] 直接打個工
[01:10:55] 好老師小的
[01:10:56] 老師媽
[01:10:59] 我會想要
[01:11:00] 我會想善用這些勞動力
